Name,Version,License,Source
rack-attack,4.2.0,MIT,http://github.com/kickstarter/rack-attack
rack-attack,5.0.1,MIT,http://github.com/kickstarter/rack-attack
rack-cache,1.7.0,MIT,https://github.com/rtomayko/rack-cache
rack-cors,0.2.9,MIT,http://github.com/cyu/rack-cors
rack-cors,0.4.0,MIT,https://github.com/cyu/rack-cors
rack-cors,0.4.1,MIT,https://github.com/cyu/rack-cors
rack-mini-profiler,0.9.9.2,MIT,http://miniprofiler.com
rack-protection,1.5.3,MIT,http://github.com/rkh/rack-protection
rack-rewrite,1.5.1,MIT,http://github.com/jtrupiano/rack-rewrite
rack-ssl,1.3.4,MIT,https://github.com/josh/rack-ssl
rack-test,0.6.3,MIT,http://github.com/brynary/rack-test
rack-zippy,1.2.1,MIT,https://github.com/eliotsykes/rack-zippy
rails,3.2.22,MIT,http://www.rubyonrails.org
rails,5.1.2,MIT,http://rubyonrails.org
rails,5.0.0.beta3,MIT,http://www.rubyonrails.org
rails,5.0.0,MIT,http://rubyonrails.org
rails,5.0.2,MIT,http://rubyonrails.org
rails,4.1.14,MIT,http://www.rubyonrails.org
rails,5.1.1,MIT,http://rubyonrails.org
rails,5.0.0.rc1,MIT,http://rubyonrails.org
rails_12factor,0.0.3,MIT,https://github.com/heroku/rails_12factor
rails_serve_static_assets,0.0.5,MIT,https://github.com/heroku/rails_serve_static_assets
rails_stdout_logging,0.0.5,MIT,https://github.com/heroku/rails_stdout_logging
rails_stdout_logging,0.0.4,MIT,https://github.com/heroku/rails_stdout_logging
rails-controller-testing,0.1.1,MIT,https://github.com/rails/rails-controller-testing
rails-controller-testing,1.0.1,MIT,https://github.com/rails/rails-controller-testing
rails-deprecated_sanitizer,1.0.3,MIT,https://github.com/rails/rails-deprecated_sanitizer
rails-dom-testing,2.0.3,MIT,https://github.com/rails/rails-dom-testing
rails-dom-testing,1.0.7,MIT,https://github.com/rails/rails-dom-testing
rails-dom-testing,2.0.1,MIT,https://github.com/rails/rails-dom-testing
rails-dom-testing,2.0.2,MIT,https://github.com/rails/rails-dom-testing
rails-html-sanitizer,1.0.3,MIT,https://github.com/rails/rails-html-sanitizer
railties,3.2.22,MIT,http://www.rubyonrails.org
railties,5.1.2,MIT,http://rubyonrails.org
railties,5.0.0.beta3,MIT,http://www.rubyonrails.org
railties,5.0.0,MIT,http://rubyonrails.org
railties,5.0.2,MIT,http://rubyonrails.org
railties,4.1.14,MIT,http://www.rubyonrails.org
railties,5.1.1,MIT,http://rubyonrails.org
railties,5.0.0.rc1,MIT,http://rubyonrails.org
rainbow,2.2.2,MIT,https://github.com/sickill/rainbow
raindrops,0.18.0,LGPL-2.1+,https://bogomips.org/raindrops/
rake,12.0.0,MIT,https://github.com/ruby/rake
rake,11.1.2,MIT,https://github.com/ruby/rake
rake,10.5.0,MIT,https://github.com/ruby/rake
rake,11.2.2,MIT,https://github.com/ruby/rake
rake,11.3.0,MIT,https://github.com/ruby/rake
rake,10.4.2,MIT,https://github.com/ruby/rake
rb-fsevent,0.9.8,MIT,http://rubygems.org/gems/rb-fsevent
rb-fsevent,0.9.7,MIT,http://rubygems.org/gems/rb-fsevent
rb-inotify,0.9.10,MIT,https://github.com/guard/rb-inotify
rb-inotify,0.9.7,MIT,http://github.com/nex3/rb-inotify
rb-inotify,0.9.8,MIT,http://github.com/nex3/rb-inotify
rb-readline,0.5.3,BSD,http://github.com/ConnorAtherton/rb-readline
rdoc,3.12.2,MIT,http://docs.seattlerb.org/rdoc
recaptcha,3.4.0,MIT,http://github.com/ambethia/recaptcha
redis,3.3.3,MIT,https://github.com/redis/redis-rb
redis,3.2.2,MIT,https://github.com/redis/redis-rb
redis,3.3.0,MIT,https://github.com/redis/redis-rb
redis-actionpack,3.2.4,MIT,http://redis-store.org/redis-actionpack
redis-actionpack,4.0.1,MIT,http://redis-store.org/redis-actionpack
redis-activesupport,3.2.5,MIT,http://redis-store.org/redis-activesupport
redis-activesupport,4.1.5,MIT,http://redis-store.org/redis-activesupport
redis-classy,2.4.1,MIT,http://github.com/kenn/redis-classy
redis-mutex,4.0.0,MIT,http://github.com/kenn/redis-mutex
redis-namespace,1.5.3,MIT,http://github.com/resque/redis-namespace
redis-namespace,1.5.2,MIT,http://github.com/resque/redis-namespace
redis-rack,1.4.4,MIT,http://redis-store.org/redis-rack
redis-rack,1.5.0,MIT,http://redis-store.org/redis-rack
redis-rails,3.2.4,MIT,http://redis-store.org/redis-rails
redis-rails,4.0.0,MIT,http://redis-store.org/redis-rails
redis-store,1.1.7,MIT,http://redis-store.org/redis-store
ref,2.0.0,MIT,http://github.com/ruby-concurrency/ref
request_store,1.3.0,MIT,http://github.com/steveklabnik/request_store
request_store,1.3.1,MIT,http://github.com/steveklabnik/request_store
request_store,1.2.1,MIT,http://github.com/steveklabnik/request_store
request_store,1.3.2,MIT,http://github.com/steveklabnik/request_store
responders,1.1.2,MIT,http://github.com/plataformatec/responders
responders,2.1.2,MIT,http://github.com/plataformatec/responders
resque,1.25.2,MIT,http://github.com/defunkt/resque
resque,1.26.0,MIT,http://resque.github.io/
resque,1.27.3,MIT,http://resque.github.io/
resque_mailer,2.2.7,MIT,http://github.com/zapnap/resque_mailer
resque-timeout,1.0.0,MIT,http://github.com/jeffgran/resque-timeout
resque-web,0.0.7,MIT,https://github.com/resque/resque-web
rest-client,1.6.9,MIT,https://github.com/rest-client/rest-client
rest-client,1.8.0,MIT,https://github.com/rest-client/rest-client
rmagick,2.15.4,MIT,https://github.com/rmagick/rmagick
rollbar,2.14.1,MIT,https://rollbar.com
rollbar,2.8.3,MIT,https://rollbar.com
rollbar,2.8.2,MIT,https://rollbar.com
rollbar,2.12.0,MIT,https://rollbar.com
rollbar,2.13.3,MIT,https://rollbar.com
rollbar,2.10.0,MIT,https://rollbar.com
rollbar,2.11.5,MIT,https://rollbar.com
rspec_junit_formatter,0.2.3,MIT,http://github.com/sj26/rspec_junit_formatter
rspec-activemodel-mocks,1.0.3,MIT,https://github.com/rspec/rspec-activemodel-mocks
rspec-core,3.5.4,MIT,https://github.com/rspec/rspec-core
rspec-core,3.6.0,MIT,https://github.com/rspec/rspec-core
rspec-core,3.5.0.beta1,MIT,http://github.com/rspec/rspec-core
rspec-core,3.5.0,MIT,https://github.com/rspec/rspec-core
rspec-core,3.0.4,MIT,http://github.com/rspec/rspec-core
rspec-expectations,3.5.0,MIT,https://github.com/rspec/rspec-expectations
rspec-expectations,3.6.0,MIT,https://github.com/rspec/rspec-expectations
rspec-expectations,3.5.0.beta1,MIT,http://github.com/rspec/rspec-expectations
rspec-expectations,3.0.4,MIT,http://github.com/rspec/rspec-expectations
rspec-mocks,3.5.0,MIT,https://github.com/rspec/rspec-mocks
rspec-mocks,3.6.0,MIT,https://github.com/rspec/rspec-mocks
rspec-mocks,3.5.0.beta1,MIT,http://github.com/rspec/rspec-mocks
rspec-mocks,3.0.4,MIT,http://github.com/rspec/rspec-mocks
rspec-rails,3.5.2,MIT,https://github.com/rspec/rspec-rails
rspec-rails,3.6.0,MIT,https://github.com/rspec/rspec-rails
rspec-rails,3.5.0.beta1,MIT,http://github.com/rspec/rspec-rails
rspec-rails,3.5.0,MIT,https://github.com/rspec/rspec-rails
rspec-rails,3.0.2,MIT,http://github.com/rspec/rspec-rails
rspec-support,3.5.0,MIT,https://github.com/rspec/rspec-support
rspec-support,3.6.0,MIT,https://github.com/rspec/rspec-support
rspec-support,3.5.0.beta1,MIT,https://github.com/rspec/rspec-support
rspec-support,3.0.4,MIT,https://github.com/rspec/rspec-support
rubocop,0.49.1,MIT,http://github.com/bbatsov/rubocop
ruby_dep,1.5.0,MIT,https://github.com/e2/ruby_dep
ruby-ole,1.2.12.1,MIT,https://github.com/aquasync/ruby-ole
ruby-progressbar,1.8.1,MIT,https://github.com/jfelchner/ruby-progressbar
rubygems-bundler,1.4.4,Apache-2.0,http://mpapis.github.com/rubygems-bundler
rubyntlm,0.3.4,MIT,https://github.com/winrb/rubyntlm
rubyzip,1.2.1,BSD 2-Clause,http://github.com/rubyzip/rubyzip
sass,3.2.19,MIT,http://sass-lang.com/
sass,3.4.22,MIT,http://sass-lang.com/
sass,3.4.21,MIT,http://sass-lang.com/
sass-rails,3.2.6,MIT,https://github.com/rails/sass-rails
sass-rails,5.0.4,MIT,https://github.com/rails/sass-rails
sass-rails,5.0.5,MIT,https://github.com/rails/sass-rails
sass-rails,4.0.5,MIT,https://github.com/rails/sass-rails
sassy-math,1.5.1,MIT,https://github.com/scottkellum/Sassy-math
savon,2.5.1,MIT,http://savonrb.com
scout_apm,2.1.23,Proprietary (See LICENSE.md),https://github.com/scoutapp/scout_apm_ruby
scrub_rb,1.0.1,MIT,https://github.com/jrochkind/scrub_rb
selenium-webdriver,3.3.0,Apache,https://github.com/seleniumhq/selenium
shoryuken,3.1.0,LGPL-3.0,https://github.com/phstc/shoryuken
shoryuken,2.1.3,LGPL-3.0,https://github.com/phstc/shoryuken
shoryuken,2.0.11,LGPL-3.0,https://github.com/phstc/shoryuken
shoryuken,3.0.6,LGPL-3.0,https://github.com/phstc/shoryuken
shoulda-matchers,3.1.1,MIT,http://thoughtbot.com/community/
simplecov,0.14.1,MIT,http://github.com/colszowka/simplecov
simplecov,0.12.0,MIT,http://github.com/colszowka/simplecov
simplecov-html,0.10.1,MIT,https://github.com/colszowka/simplecov-html
simplecov-html,0.10.0,MIT,https://github.com/colszowka/simplecov-html
sinatra,1.4.6,MIT,http://www.sinatrarb.com/
sinatra,1,MIT,http://sinatra.rubyforge.org
sinatra,1.4.8,MIT,http://www.sinatrarb.com/
slack-ruby-client,0.7.3,MIT,http://github.com/dblock/slack-ruby-client
slop,3.6.0,MIT,http://github.com/leejarvis/slop
special_char_remover,0.0.1,MIT,https://github.com/Manik-Ratnas/special_char_remover
spreadsheet,1.1.4,GPL-3.0,https://github.com/zdavatz/spreadsheet
spring,2.0.2,MIT,https://github.com/rails/spring
spring,1.7.1,MIT,https://github.com/rails/spring
spring,2.0.1,MIT,https://github.com/rails/spring
spring,2.0.0,MIT,https://github.com/rails/spring
spring-watcher-listen,2.0.1,MIT,https://github.com/jonleighton/spring-watcher-listen
spring-watcher-listen,2.0.0,MIT,https://github.com/jonleighton/spring-watcher-listen
sprockets,2.2.3,MIT,http://getsprockets.org/
sprockets,3.7.1,MIT,https://github.com/rails/sprockets
sprockets,3.6.0,MIT,https://github.com/rails/sprockets
sprockets,3.5.2,MIT,https://github.com/rails/sprockets
sprockets,3.6.3,MIT,https://github.com/rails/sprockets
sprockets,3.7.0,MIT,https://github.com/rails/sprockets
sprockets,2.12.4,MIT,http://getsprockets.org/
sprockets-rails,3.2.0,MIT,https://github.com/rails/sprockets-rails
sprockets-rails,3.0.4,MIT,https://github.com/rails/sprockets-rails
sprockets-rails,3.1.1,MIT,https://github.com/rails/sprockets-rails
sprockets-rails,2.3.3,MIT,https://github.com/rails/sprockets-rails
stripe,1.16.1,MIT,https://stripe.com/api
stripe,1.44.0,MIT,https://stripe.com/docs/api/ruby
stripe,1.58.0,MIT,https://stripe.com/docs/api/ruby
systemu,2.6.5,Ruby,https://github.com/ahoward/systemu
therubyracer,0.12.2,MIT,http://github.com/cowboyd/therubyracer
thor,0.19.4,MIT,http://whatisthor.com/
thor,0.19.1,MIT,http://whatisthor.com/
thread,0.2.2,WTFPL,http://github.com/meh/ruby-thread
thread_safe,0.3.6,Apache-2.0,https://github.com/ruby-concurrency/thread_safe
thread_safe,0.3.5,Apache-2.0,https://github.com/ruby-concurrency/thread_safe
tilt,1.4.1,MIT,http://github.com/rtomayko/tilt/
tilt,2.0.2,MIT,http://github.com/rtomayko/tilt/
tilt,2.0.5,MIT,http://github.com/rtomayko/tilt/
time_diff,0.3.0,MIT,http://github.com/abhidsm/time_diff
timers,4.1.2,MIT,https://github.com/celluloid/timers
timers,4.1.1,MIT,https://github.com/celluloid/timers
tourico,0.0.8.6,MIT,https://github.com/vitalim/Tourico
tourico,0.0.8.2,MIT,https://github.com/vitalim/Tourico
tourico,0.0.8.7,MIT,https://github.com/vitalim/Tourico
treetop,1.4.15,MIT,https://github.com/cjheath/treetop
tunemygc,1.0.69,MIT,https://tunemygc.com
turbolinks,5.0.0.beta2,MIT,https://github.com/turbolinks/turbolinks-rails
turbolinks-source,5.0.0.beta4,MIT,https://github.com/turbolinks/turbolinks-source-gem
twitter-bootstrap-rails,3.2.2,MIT,https://github.com/seyhunak/twitter-bootstrap-rails
typhoeus,1.1.2,MIT,https://github.com/typhoeus/typhoeus
tzinfo,0.3.53,MIT,http://tzinfo.github.io
tzinfo,1.2.3,MIT,http://tzinfo.github.io
tzinfo,1.2.2,MIT,http://tzinfo.github.io
uglifier,3.1.13,MIT,http://github.com/lautis/uglifier
uglifier,3.0.0,MIT,http://github.com/lautis/uglifier
uglifier,3.2.0,MIT,http://github.com/lautis/uglifier
unf,0.1.4,2-clause BSDL,https://github.com/knu/ruby-unf
unf_ext,0.0.7.2,MIT,https://github.com/knu/ruby-unf_ext
unf_ext,0.0.7.4,MIT,https://github.com/knu/ruby-unf_ext
unicode-display_width,1.2.1,MIT,http://github.com/janlelis/unicode-display_width
unicorn,5.3.0,GPL-2.0+,https://github.com/defunkt/unicorn
uniform_notifier,1.9.0,MIT,http://rubygems.org/gems/uniform_notifier
uniform_notifier,1.10.0,MIT,http://rubygems.org/gems/uniform_notifier
uuid,2.3.8,MIT,http://github.com/assaf/uuid
vegas,0.1.11,MIT,http://code.quirkey.com/vegas
virtus,1.0.5,MIT,https://github.com/solnic/virtus
warden,1.2.7,MIT,http://github.com/hassox/warden
warden,1.2.6,MIT,http://github.com/hassox/warden
wasabi,3.3.1,MIT,https://github.com/savonrb/wasabi
web-console,3.1.1,MIT,https://github.com/rails/web-console
web-console,3.4.0,MIT,https://github.com/rails/web-console
websocket,1.2.4,MIT,http://github.com/imanel/websocket-ruby
websocket-driver,0.6.5,MIT,http://github.com/faye/websocket-driver-ruby
websocket-driver,0.6.3,MIT,http://github.com/faye/websocket-driver-ruby
websocket-driver,0.6.4,MIT,http://github.com/faye/websocket-driver-ruby
websocket-extensions,0.1.2,MIT,http://github.com/faye/websocket-extensions-ruby
workflow,1.2.0,MIT,http://www.geekq.net/workflow/
xpath,2.0.0,MIT,http://github.com/jnicklas/xpath
xpath,2.1.0,MIT,https://github.com/teamcapybara/xpath
zendesk_api,1.14.4,Apache License Version 2.0,https://developer.zendesk.com
zendesk_api,1.13.4,Apache License Version 2.0,https://developer.zendesk.com
zendesk_api,1.5.1,Apache License Version 2.0,http://developer.zendesk.com
